seqnames	start	end	FDR	V12
chr3L	4380201	4380701	0.00226	175.789230240432
chr2L	14000884	14001403	0.00228	175.535009205441
chr3R	10974237	10974567	0.00239	174.175473329121
chr3R	25749826	25750180	0.00247	173.225464857043
chr3R	24221400	24221828	0.00253	172.53293799485
chrX	3548127	3548612	0.00276	170.022320353173
chr3L	1536381	1536671	0.00291	168.495302630571
chr2R	14771204	14771380	0.00314	166.300394510904
chr3R	16539102	16539774	0.00316	166.117194525194
chr3R	5349963	5350137	0.00336	164.346461033161
chrX	21054095	21054252	0.00351	163.086265082645
chr3R	5895435	5896012	0.00353	162.922322023313
chr3R	29661712	29662089	0.00402	159.171775665158
chr3L	13920527	13920732	0.00431	157.161928306954
chrX	20500416	20501199	0.00455	155.598354787015
chr2R	18160641	18160761	0.00483	153.875221912021
chr2L	14045987	14046330	0.0049	153.460050708685
chr3L	7979250	7979403	0.00492	153.342519381951
chr2R	7971914	7972059	0.00494	153.225464857043
chr3R	10854709	10854835	0.00502	152.761938409721
chr2R	7500326	7500763	0.00516	151.968264380271
chr2L	3376891	3377052	0.00544	150.443552663729
chr3R	24032057	24032202	0.00567	149.248710989892
chr3R	11750009	11750222	0.00587	148.248475626535
chr2R	17568164	17568299	0.00588	148.199362592009
chr2L	14965841	14966323	0.00596	147.809439079493
chr3R	4599657	4599946	0.00616	146.857078674838
chr3R	23386121	23386369	0.00625	146.438561897747
chr3L	7116857	7117319	0.00636	145.935150383049
chr3L	17419222	17419535	0.00644	145.574471926444
chrX	3368221	3368741	0.0066	144.86636520382
chr3L	4623242	4623560	0.0067	144.432463781834
chr3L	15508180	15508317	0.00676	144.175220763093
chr3R	17636055	17636406	0.00677	144.132569017236
chr2L	6298757	6299234	0.00715	142.556820855421
chrX	4959168	4959639	0.00738	141.643269367528
chr2L	7952470	7952773	0.00747	141.293520832951
chr2L	1086770	1086998	0.00748	141.254920290984
chr2L	7782802	7782910	0.0077	140.418516777091
chr3R	9352373	9352522	0.00777	140.157393720582
chr3R	31069819	31070144	0.00777	140.157393720582
chr2L	18443131	18443341	0.00849	137.600394617675
chrX	5308935	5309055	0.00864	137.095059445467
chr2R	9616798	9617367	0.00877	136.664148839842
chr3L	16112600	16112729	0.00883	136.467416935767
chr2R	7242373	7242666	0.00891	136.207177058298
chr3L	14412308	14412529	0.00895	136.077932045704
chrX	15195199	15195861	0.00896	136.045711047584
chr2R	6807813	6807962	0.00904	135.789230240432
chr2R	19164412	19164707	0.00905	135.757329849325
chr3R	4399753	4399874	0.00941	134.631791234165
chrX	5147231	5147475	0.00951	134.326778871525
chrX	15410098	15410419	0.0096	134.054997576566
chr2L	22924710	22924837	0.00968	133.815544743244
chr3R	20007781	20008629	0.00978	133.518996389692
chr3L	15511793	15511946	0.0104	131.745453228167
chr2R	23332866	23333026	0.0104	131.745453228167
chr2R	8599436	8599680	0.0105	131.469337237667
chr3R	24378694	24378847	0.0105	131.469337237667
chr2R	19524955	19525269	0.0108	130.65649754772
chr3R	27786781	27787265	0.0109	130.39056109545
chrX	4702703	4703264	0.0109	130.39056109545
chrX	4305744	4305900	0.0112	129.607149149837
chr3L	7381802	7381981	0.0116	128.594627688438
chr3R	7869294	7869515	0.0119	127.85789232483
chr3L	23143218	23143358	0.0125	126.438561897747
chr3R	26240392	26240774	0.0126	126.208649120991
chrX	20589207	20589536	0.0127	125.980553855546
chrX	7014056	7014195	0.0128	125.754247590989
chr3R	6460399	6460658	0.013	125.30689133042
chr3R	12828665	12828984	0.0134	124.432463781834
chr3R	14672415	14672642	0.0135	124.217935649972
chr3R	28439281	28439562	0.0138	123.583758455426
chr3L	20722852	20723167	0.0139	123.375426136519
chr2L	6054663	6054844	0.0143	122.556820855421
chr2R	8194921	8195137	0.0148	121.56518027841
chr3R	30046859	30047005	0.0149	121.370877181746
chr3R	30286265	30286457	0.0151	120.986152804487
chr3R	11589629	11589913	0.0158	119.678632627447
chrX	2925328	2925630	0.0162	118.957247533296
chr3L	22998961	22999124	0.0164	118.603207498627
chrX	22800249	22800925	0.017	117.566428868235
chrX	8697581	8697878	0.0173	117.061683038255
chr3R	25221844	25222055	0.0176	116.565615218243
chr2L	15838155	15838275	0.0177	116.402136589329
chr3L	3452937	3453071	0.0179	116.077932045704
chr3R	8663858	8663937	0.0183	115.440250825308
chr2R	10723014	10723244	0.0184	115.283008469849
chr2L	14786673	14786933	0.0184	115.283008469849
chr3R	22843514	22843943	0.0191	114.205671030274
chr2R	16377045	16377269	0.0194	113.755990747246
chr2L	5052496	5052578	0.0196	113.460050708685
chr2R	14628526	14628778	0.0196	113.460050708685
chr3R	11235792	11235897	0.0198	113.167115189397
chr2R	16974755	16975052	0.0198	113.167115189397
chr3L	18025989	18026238	0.02	112.877123795494
chr2L	11202966	11203253	0.0201	112.73321376741
chr2R	21043620	21043827	0.0202	112.590017935953
chr2L	16929064	16929351	0.0202	112.590017935953
chr3R	30454473	30454657	0.0202	112.590017935953
chr2R	10249647	10249824	0.0206	112.024237047325
chr3R	8599735	8600027	0.021	111.469337237667
chrX	15263177	15263642	0.0211	111.332263816845
chr2L	1727238	1727348	0.0214	110.924907862966
chrX	6131825	6131985	0.0216	110.65649754772
chr2R	17563477	17563650	0.022	110.127053320496
chr3L	2023809	2024292	0.0223	109.736249592583
chr2R	8371679	8371838	0.0224	109.607149149837
chr2L	20436879	20437281	0.0225	109.478623766648
chr3L	7018093	7018367	0.0236	108.101386603752
chr2R	13631942	13632376	0.0236	108.101386603752
chrX	18473303	18473497	0.0238	107.85789232483
chr3R	8932153	8932260	0.0238	107.85789232483
chr2L	14552145	14552253	0.0241	107.49646086639
chr2R	16508844	16509304	0.0242	107.376982845497
chr2R	22437044	22437297	0.0249	106.554208949627
chr2R	22183082	22183244	0.025	106.438561897747
chr2L	11779765	11780069	0.0258	105.529702482524
chr2L	16730571	16730773	0.0262	105.08578756024
chr3L	20062450	20062652	0.0277	103.479404270005
chr2R	24903269	24903418	0.0278	103.375426136519
chr2R	17760868	17761027	0.0291	102.056740732823
chr2L	4318346	4318669	0.0301	101.081854055795
chrX	9917176	9917358	0.031	100.231759485504
chr3L	21162202	21162401	0.0319	99.4059953156916
chr3L	13581076	13581258	0.0335	97.9939018840863
chr3L	20778064	20778415	0.0341	97.4816890105055
chr3L	13639393	13639510	0.0342	97.397197293271
chr2R	11970099	11970189	0.0355	96.3207433031481
chr2L	5526888	5526999	0.0361	95.8371470532456
chr2L	892449	892584	0.0376	94.6624705574362
chr3R	14945289	14945509	0.038	94.35713542437
chr2L	18331579	18331683	0.038	94.35713542437
chr3L	7912713	7912844	0.0383	94.1302359524899
chr3R	6060989	6061125	0.0385	93.9799548793437
chr2R	20830410	20830627	0.0391	93.5337516448419
chr2R	7112547	7112743	0.0398	93.021755180116
chr2R	22058677	22058776	0.0409	92.235106932154
chr2R	9330412	9330598	0.0414	91.8845084410025
chr2L	13720840	13721179	0.0416	91.7454532281671
chrX	5220766	5220906	0.0434	90.5232229420994
chr3R	21410487	21410615	0.0436	90.3905610954505
chr3R	28259807	28260044	0.0438	90.2585063989655
chr3L	18547823	18547983	0.044	90.1270533204958
chr3L	19182609	19182745	0.044	90.1270533204958
chrX	9421921	9422231	0.0443	89.9309898198886
chr3R	27581214	27581421	0.0459	88.9072407227128
chr3R	19643104	19643228	0.0473	88.0403201242011
chrX	17857292	17857494	0.0481	87.5563859155882
chr3L	19455884	19455982	0.0483	87.4366600142735
chr3R	16196096	16196244	0.0494	86.7869029592954
chr2R	10042132	10042247	0.0501	86.3809117270848
chr2R	14216989	14217145	0.0506	86.0943760971028
chr3L	9587881	9588049	0.0515	85.5856751495774
chr2R	17911280	17911398	0.0518	85.4180818372579
chr2R	12173281	12173427	0.0531	84.7028865749059
chr3R	25822476	25822636	0.0532	84.6485988809652
chr2L	22174492	22174729	0.0567	82.8101490921444
chr3L	23149934	23150157	0.0574	82.4561090574752
chr2R	19087323	19087738	0.0613	80.5593823171734
chr2L	19677746	19677845	0.0656	78.6032074986273
chr3R	4630189	4630309	0.0664	78.2534589640505
chr2R	12145097	12145308	0.0677	77.6940071194891
chr2L	103102	103325	0.0705	76.5246586452659
chr3L	3381546	3381722	0.0708	76.402136589329
chr3L	7382107	7382216	0.0751	74.7008656407036
chrX	6179336	6179449	0.0804	72.7332137674104
chr2L	15517101	15517236	0.0823	72.0592751825565
chr3L	8314416	8314640	0.0833	71.710793883678
chr2R	16154692	16154909	0.0841	71.4350077858861
chr2R	12868653	12868803	0.0879	70.1598604881209
chr3R	31255286	31255517	0.0898	69.542814896166
chr2R	563995	564585	0.0904	69.3506683426852
chr3R	26365414	26365615	0.093	68.5325094710811
chr2R	18477589	18477702	0.0951	67.8882169737777
chr2R	13619316	13620209	8.22e-05	271.410041610597
chrX	15249762	15250349	0.000191	247.082794825769
chr3L	11746888	11747698	0.000202	245.467141731448
chr3R	19494874	19495947	0.000245	239.898612606432
chr4	1318316	1319386	0.000248	239.547445178746
chr2R	24638353	24638842	0.000257	238.518880402606
chr2L	14244144	14244713	0.000308	233.295640572585
chr3R	25555611	25556299	0.00031	233.108883280999
chr3R	4280951	4282070	0.000346	229.938806833749
chr3R	8057475	8058196	0.000364	228.47547858251
chr2L	4333670	4334046	0.000455	222.036916684762
chrX	12394761	12395420	0.000494	219.66402675479
chr3R	13983717	13984172	0.000512	218.631371386483
chr3L	17532944	17533209	0.00061	213.578062737479
chr3R	25445813	25446192	0.000695	209.813988034266
chr2R	13702404	13703143	0.000697	209.731074469115
chr3L	9181052	9181665	0.000753	207.501250293045
chr3L	3747377	3747773	0.000762	207.158427636617
chr3R	18934939	18935638	0.000774	206.707576263595
chr2R	11219711	11220564	0.00082	205.041769396375
chr3R	29092793	29093345	0.000872	203.267684890945
chr2L	10376147	10376829	0.000909	202.068641702601
chrX	19873974	19874390	0.00112	196.045711047584
chr2L	2798911	2799263	0.00116	195.033189586185
chr3R	25025170	25025629	0.00122	193.578062737479
chrX	9156229	9156504	0.00161	185.574471926444
chr2R	15198758	15199099	0.00172	183.667514394694
chr3R	6139457	6139917	0.00183	181.878812723055
chr3L	2256768	2257035	0.00198	179.605677087144
chr2R	22520940	22521546	0.00199	179.460317077863
chr3L	6014913	6015356	0.00205	178.603207498627
chr2R	12798305	12798938	0.00224	176.045711047584
chr2R	20197095	20197626	0.00227	175.661839742918
chrX	16802893	16803444	0.00231	175.157828660415
chr2L	2365180	2365399	0.00243	173.696559416621
chr3L	5737283	5737853	0.00251	172.761938409721
chrX	5398576	5398991	0.00264	171.304927101567
chr3R	29039342	29039579	0.00273	170.337666670339
chr3R	15846082	15846541	0.00287	168.894670955222
chrX	1873469	1873679	0.00292	168.396318311136
chrX	14233239	14234100	0.00297	167.906427072721
chr3R	27503467	27503927	0.00304	167.234259219865
chrX	1478758	1478858	0.00305	167.139500839731
chrX	1090679	1091162	0.00307	166.950912581333
chr2L	21618726	21619198	0.00333	164.605242147311
chr2R	13956099	13956438	0.00374	161.254920290984
chr3R	20464224	20464674	0.00383	160.568797850237
chr3R	21970669	21970912	0.00388	160.194552644994
chr2R	23957670	23958070	0.00391	159.972313542589
chr2L	17993629	17994116	0.00396	159.605677087144
chr3L	18032801	18033181	0.00421	157.839281027408
chr2L	7849068	7849571	0.00425	157.566428868235
chr3R	20266099	20266402	0.00495	153.167115189397
chrX	1804175	1804499	0.0051	152.305740751559
chr3L	9917782	9918085	0.00518	151.856643735005
chr2R	7823140	7823614	0.00538	150.763562237604
chrX	656280	656438	0.00542	150.549828661659
chr3L	17843097	17843357	0.00562	149.504283084318
chr3L	24073767	24074237	0.00563	149.452987247132
chr3L	12507738	12507973	0.00567	149.248710989892
chr3L	122827	123296	0.0057	149.096447307694
chr2R	21470716	21470926	0.00574	148.894670955222
chrX	2188793	2189072	0.00578	148.694295838723
chr2L	12866505	12866774	0.00601	147.568385874513
chr2L	13052882	13053129	0.00605	147.376982845497
chr3L	3072808	3072975	0.00651	145.262534825424
chr2R	22109454	22109926	0.00654	145.129872978775
chr2L	9982871	9983253	0.00665	144.648598880965
chr3L	3178531	3178673	0.00669	144.475561475907
chrX	6330297	6330498	0.00675	144.217935649972
chr2L	17686852	17687251	0.00677	144.132569017236
chr2R	4260854	4261214	0.00681	143.962589728495
chr3L	1334527	1334632	0.00693	143.458578645992
chr2L	23311883	23312341	0.00693	143.458578645992
chr2L	19034844	19035442	0.007	143.16858725209
chrX	21189076	21189549	0.00705	142.963220543013
chr3R	7821259	7821668	0.00746	141.332173083631
chrX	2041727	2042079	0.00766	140.568797850237
chr2R	20935102	20935493	0.00774	140.269014365848
chr3L	16582446	16582613	0.00785	139.861832613156
chr3L	4806424	4806725	0.00845	137.736658865345
chr2R	20452252	20452535	0.00851	137.532503055017
chr3L	11086006	11086362	0.00858	137.296132738745
chrX	20525086	20525265	0.00865	137.061683038255
chr3L	20862687	20862911	0.00871	136.862231316759
chrX	3723819	3723982	0.00884	136.434758300908
chr3L	959429	959642	0.00888	136.304492161734
chrX	21630109	21630298	0.00889	136.272017312141
chr3L	11857312	11857644	0.00956	134.175473329121
chrX	9288322	9288592	0.00956	134.175473329121
chr2R	12044862	12045324	0.00959	134.085069388374
chr3R	17043485	17043687	0.00966	133.875221912021
chr2L	19791558	19791968	0.00986	133.283932761178
chr3L	22667421	22667817	0.0102	132.305740751559
chrX	1041788	1042168	0.0103	132.024237047325
chr3R	28006806	28007009	0.0103	132.024237047325
chrX	1410298	1410610	0.0109	130.39056109545
chr3R	18887284	18887769	0.0111	129.865930263987
chrX	12115427	12115779	0.0114	129.096447307694
chr2L	4837880	4838087	0.0116	128.594627688438
chr2R	18631418	18631636	0.0121	127.376982845497
chr3L	20103434	20103633	0.013	125.30689133042
chr2R	999714	1000145	0.0131	125.08578756024
chr2R	2262343	2262493	0.0134	124.432463781834
chr3R	5283759	5283923	0.0137	123.793605931778
chrX	18997795	18998185	0.0138	123.583758455426
chr3R	11139992	11140562	0.0141	122.963220543013
chr2R	19530580	19530782	0.0151	120.986152804487
chr3R	31060248	31060395	0.0152	120.795697322117
chr2R	9186991	9187288	0.0152	120.795697322117
chrX	22480670	22480904	0.0155	120.231759485504
chrX	11611338	11611470	0.0156	120.046203213744
chr2R	14618966	14619177	0.0158	119.678632627447
chr2L	16543370	16543528	0.016	119.315685693242
chr2L	10221607	10221898	0.0161	119.135910028697
chr3R	9219069	9219268	0.0165	118.427803306073
chr2L	2364871	2365034	0.0167	118.080161741508
chrX	15537881	15538369	0.017	117.566428868235
chr2R	4131385	4131718	0.017	117.566428868235
chr3R	30039495	30039752	0.0171	117.397197293271
chr2R	12592437	12592536	0.0173	117.061683038255
chr2L	17051092	17051445	0.0174	116.895377674014
chr2R	15851871	15852027	0.0176	116.565615218243
chrX	15557826	15558333	0.0177	116.402136589329
chr3L	5257129	5257385	0.018	115.917185664396
chr2R	11636138	11636332	0.0181	115.757329849325
chr2R	399323	399503	0.0182	115.598354787015
chrX	12556963	12557323	0.0182	115.598354787015
chr2L	9042901	9043150	0.0182	115.598354787015
chr3R	22055821	22056061	0.0185	115.126618380663
chrX	20979872	20980104	0.0192	114.054997576566
chr3L	22071549	22071673	0.0201	112.73321376741
chr2L	6132606	6132839	0.0204	112.305740751559
chr2R	19899988	19900238	0.0208	111.745453228167
chr3R	23079197	23079543	0.0209	111.607064949371
chr2L	19226779	19227010	0.0209	111.607064949371
chr2L	10811331	10811612	0.0213	111.060055186472
chrX	9163150	9163294	0.0214	110.924907862966
chr3L	20277688	20277918	0.0215	110.7903905992
chr3L	17513857	17513992	0.0216	110.65649754772
chr2R	13805037	13805326	0.022	110.127053320496
chr3L	7652655	7652907	0.0225	109.478623766648
chr2L	3457265	3457431	0.0237	107.979382613024
chrX	21251145	21251353	0.0241	107.49646086639
chrX	11888310	11888432	0.0243	107.257997518873
chr2R	25031787	25031926	0.0244	107.139500839731
chr3L	9231152	9231383	0.025	106.438561897747
chr3R	16427644	16427849	0.0252	106.208649120991
chr3R	30975175	30975528	0.0261	105.196127659591
chr3L	20853921	20854137	0.0262	105.08578756024
chr3L	11242179	11242341	0.0269	104.325000339857
chrX	12042895	12043053	0.0271	104.111266763912
chr3R	17959868	17960008	0.0273	103.899104772592
chr2R	24332256	24332411	0.0282	102.963220543013
chr2L	21617997	21618208	0.0285	102.657885409947
chr2R	21681644	21681877	0.029	102.15606579069
chr4	210574	210682	0.0292	101.957756413389
chr3L	2538656	2539018	0.0297	101.467865174974
chr3L	20473707	20473828	0.0297	101.467865174974
chr3R	12546057	12546274	0.0298	101.370877181746
chr3L	11084859	11085031	0.0299	101.274214107027
chr3R	17253698	17253918	0.03	101.177873781071
chrX	14200468	14200721	0.0301	101.081854055795
chrX	11090286	11090412	0.0303	100.89076792153
chr2R	19572712	19573040	0.0305	100.700938941984
chr2L	1573768	1573968	0.0313	99.9538706523366
chr2R	16547875	16548013	0.0317	99.5874669882008
chr2R	6810483	6810569	0.0324	98.9572475332965
chr3L	3318794	3318956	0.0327	98.6913110810273
chr3L	18353059	18353615	0.033	98.4278033060727
chrX	3016355	3016520	0.0331	98.3404994548446
chr2L	568055	568146	0.0331	98.3404994548446
chr3R	28958480	28958774	0.0333	98.1666802495637
chr2L	18628943	18629136	0.0339	97.6514183282621
chr3L	6305831	6306084	0.0352	96.565615218243
chr3L	15715912	15716095	0.036	95.9171856643955
chr2R	22978056	22978207	0.038	94.35713542437
chr2L	16356941	16357043	0.0381	94.2813038411225
chr3L	3303287	3303396	0.0382	94.205671030274
chrX	18149340	18149557	0.0382	94.205671030274
chr3R	23931375	23931462	0.0392	93.4600507086848
chr2L	6071673	6071857	0.0401	92.8050790618906
chr3R	10213802	10213930	0.0403	92.6615270204296
chr3L	17475434	17475597	0.0404	92.5900179359531
chr2R	17896715	17896934	0.041	92.1646456008801
chr2L	13626865	13627044	0.041	92.1646456008801
chr3L	22303155	22303493	0.0416	91.7454532281671
chrX	21630530	21630659	0.0417	91.6761761220957
chr2L	751929	752086	0.0426	91.0600551864722
chr2R	19993347	19993486	0.0442	89.9961964031604
chr3R	27486536	27486702	0.0442	89.9961964031604
chr3L	14384167	14384305	0.0451	89.4145751258814
chr3L	6055032	6055168	0.0459	88.9072407227128
chr3R	25570568	25570725	0.0462	88.7192667626678
chr3R	22077372	22077675	0.0465	88.5325094710811
chrX	20103343	20103532	0.0466	88.4705246979034
chr2L	2937837	2937985	0.0471	88.1625825987333
chr3L	12214233	12214424	0.0477	87.7973384708788
chr3L	2684550	2684668	0.0483	87.4366600142735
chr2R	19314643	19314930	0.0487	87.1986883493421
chrX	3928163	3928265	0.0505	86.1514560382059
chr2R	16270481	16270597	0.0511	85.8106579722366
chr2L	22138275	22138435	0.0533	84.5944131358055
chr2L	15836148	15836385	0.0543	84.0580798349018
chr3L	7407580	7407709	0.0553	83.5315341862948
chr3R	10750033	10750309	0.0559	83.2201581341252
chrX	1635823	1636682	0.0565	82.912106444938
chr3R	27715582	27716043	0.057	82.6578854099469
chr3R	25161173	25161417	0.0573	82.5064210158509
chr3L	20095432	20095617	0.0578	82.2557339409754
chr2L	9487436	9487560	0.0583	82.0072061269791
chr2R	9188074	9188266	0.0595	81.4193304270829
chr2R	17605410	17605516	0.0602	81.0818540557949
chr3L	15217472	15217574	0.0604	80.9861528044874
chr2R	14576961	14577134	0.0607	80.8431934658753
chr3L	11457552	11457696	0.0622	80.1388321883769
chr3R	24346845	24347010	0.0633	79.6330138024222
chrX	8918046	8918263	0.0665	78.2100369832179
chr2L	4708591	4708858	0.0667	78.1233885672973
chr2R	6921606	6921753	0.0686	77.3129522675327
chrX	7439534	7439770	0.0687	77.270921814627
chr2L	12905031	12905129	0.069	77.1451965576784
chr3R	11800767	11800910	0.0709	76.3614112461987
chr3R	5820922	5821091	0.0716	76.0779320457039
chr3L	17056851	17057020	0.0814	72.376547905664
chr2L	15897417	15897566	0.0817	72.2704022280753
chr2L	7065550	7065643	0.0841	71.4350077858861
chrX	13834319	13834425	0.0867	70.5564839265523
chrX	1440375	1440512	0.0888	69.8659302639869
chr3L	19491381	19491599	0.097	67.3174288494992
chr2R	12044072	12044252	0.0986	66.8453708634308
chr2L	2187143	2188052	4.45e-05	289.116702767156
chr3L	13715919	13716893	0.000169	250.61378266084
chr2R	15613262	15614000	0.000193	246.782230641122
chrX	21253152	21253719	0.000346	229.938806833749
chr3L	13603986	13605483	0.000404	225.467141731448
chr2R	19588955	19590041	0.000579	215.082980626699
chr3L	1516372	1517024	0.00058	215.033189586185
chr2R	6749130	6750050	0.00083	204.692020861798
chrX	13761610	13762393	0.000932	201.347648493398
chr2R	24292365	24292856	0.000955	200.644232928021
chr2L	21243912	21244464	0.000967	200.283929796947
chr2R	16086684	16087347	0.00101	199.0285798337
chr2R	8723048	8723910	0.00107	197.363469760713
chr2R	9940966	9941561	0.00112	196.045711047584
chr2L	14410315	14410755	0.00115	195.283008469849
chr2R	7387301	7387565	0.00121	193.815544743244
chr3R	26687217	26687809	0.00131	191.524349457987
chr3R	29250365	29251058	0.00138	190.022320353173
chr2R	24611374	24611863	0.0014	189.607149149837
chr3L	13648589	13649644	0.00141	189.40178244076
chr3R	17502605	17502930	0.00166	184.692020861798
chr3R	28887587	28887817	0.00177	182.840698487076
chrX	8324673	8325500	0.00192	180.493559474313
chr2L	18903215	18903665	0.00207	178.32307033875
chr3L	11683955	11684314	0.00215	177.228952496947
chrX	10857354	10858219	0.00216	177.095059445467
chr3R	11431794	11432300	0.00224	176.045711047584
chrX	19651528	19651925	0.00245	173.460050708685
chrX	18227809	18228363	0.00252	172.647211018738
chr3R	24504919	24505448	0.00252	172.647211018738
chr3R	9739914	9740565	0.0029	168.594627688438
chr3R	27608511	27608696	0.00332	164.692020861798
chr2R	18343226	18343462	0.00345	163.583758455426
chrX	20511697	20511962	0.00346	163.500244936002
chr3L	8314918	8315322	0.00355	162.759305200895
chr3R	11721443	11721887	0.00364	162.036916684762
chr2L	2799905	2800181	0.00366	161.878812723055
chr2L	7038401	7038750	0.0037	161.56518027841
chrX	10158046	10158997	0.00381	160.71986573887
chr2R	7699157	7699564	0.00403	159.100088918177
chr2L	963365	964028	0.00404	159.0285798337
chr3L	11186599	11186884	0.00431	157.161928306954
chr2L	16716396	16716822	0.00431	157.161928306954
chr2L	1402684	1403399	0.00436	156.829122993198
chrX	21375577	21375751	0.00444	156.304492161734
chr2L	2375768	2375928	0.00462	155.157828660415
chr2R	19627044	19627235	0.00463	155.095441823532
chrX	13973555	13973932	0.00477	154.235900368626
chr2R	24159659	24160019	0.00481	153.994947813335
chr3R	28520069	28520353	0.00504	152.647211018738
chr2L	479617	479983	0.00505	152.590017935953
chr2R	9446210	9446400	0.00515	152.024237047325
chr3L	16052166	16052332	0.00525	151.469337237667
chr2L	18184495	18184876	0.00555	149.865930263987
chr3L	20816502	20816775	0.00569	149.147112642605
chr2R	22122238	22122405	0.00584	148.396318311136
chr2L	9271313	9271467	0.00611	147.092238092362
chr2R	22924478	22924849	0.00617	146.810275905748
chr3L	17167195	17167420	0.00619	146.716897504451
chr2R	7745221	7745720	0.00646	145.485002394858
chr3R	8676248	8676729	0.00656	145.041769396375
chr3L	11215655	11216068	0.00667	144.561950465045
chr3L	18502515	18502876	0.0067	144.432463781834
chr3R	10784541	10784713	0.00682	143.920250908253
chr2L	6742383	6742633	0.00754	141.024395223363
chrX	11720418	11720559	0.00754	141.024395223363
chr2L	12501664	12502051	0.00793	139.569268374657
chr2R	13592996	13593429	0.00803	139.20768593839
chr3L	6337855	6338305	0.00805	139.135910028697
chr2R	19141899	19142133	0.00875	136.730025354342
chr3L	18435609	18435977	0.00876	136.697068296713
chr3L	19585955	19586079	0.0088	136.565615218243
chrX	13764019	13764234	0.00883	136.467416935767
chr2L	9288778	9289332	0.00902	135.853137023629
chr3L	3001477	3001726	0.00912	135.535009205441
chr3R	16180549	16180802	0.01	132.877123795494
chr3L	20258603	20259047	0.0102	132.305740751559
chr3R	23538900	23539241	0.0102	132.305740751559
chr3L	6550618	6550767	0.0104	131.745453228167
chr2R	9342328	9343308	0.0105	131.469337237667
chr2R	9681607	9681858	0.0106	131.195838499725
chr3R	24349135	24349326	0.0107	130.924907862966
chrX	18980227	18980484	0.0109	130.39056109545
chr2R	18456049	18456437	0.0114	129.096447307694
chrX	18379439	18379921	0.0115	128.844446572101
chrX	14216717	14216872	0.0115	128.844446572101
chr4	245467	245722	0.012	127.616435678819
chr3L	12265858	12266435	0.0121	127.376982845497
chrX	13586471	13586903	0.0126	126.208649120991
chr2L	12263679	12264134	0.0128	125.754247590989
chr3R	14655602	14655822	0.0129	125.529702482524
chr2R	24570490	24570729	0.0137	123.793605931778
chrX	5179050	5179241	0.0139	123.375426136519
chr3R	16272875	16273085	0.014	123.16858725209
chr3R	20360725	20361468	0.0141	122.963220543013
chrX	9544479	9544800	0.0142	122.759305200895
chrX	4678655	4678857	0.0145	122.15606579069
chr2L	9966741	9967064	0.0145	122.15606579069
chr3R	25579078	25579384	0.0145	122.15606579069
chr3L	9377262	9377489	0.0146	121.957756413389
chr3R	16263994	16264209	0.0148	121.56518027841
chr2L	5271024	5271200	0.0148	121.56518027841
chr2L	6306152	6306581	0.0153	120.606490737136
chr2L	6920610	6920740	0.0154	120.418516777091
chr3R	7719909	7720420	0.0156	120.046203213744
chr3R	16442961	16443091	0.0159	119.496588485302
chr3R	5742433	5742560	0.016	119.315685693242
chr3R	30387247	30387453	0.0166	118.25345896405
chr3R	27833862	27834367	0.0168	117.907899135414
chr3R	8313398	8313531	0.017	117.566428868235
chr2R	21018191	21018380	0.0172	117.228952496947
chr4	1295037	1295248	0.0173	117.061683038255
chr2L	8535056	8535320	0.0173	117.061683038255
chr2L	18590799	18590961	0.0175	116.730025354342
chr2L	14249944	14250375	0.0177	116.402136589329
chr2L	21627966	21628204	0.0178	116.239578971661
chrX	15020685	15021139	0.0181	115.757329849325
chrX	22487518	22487825	0.0183	115.440250825308
chr2R	7533720	7533812	0.0191	114.205671030274
chrX	10112475	10112837	0.0193	113.905106845627
chr3L	7359849	7360084	0.0194	113.755990747246
chr2L	12056232	12056384	0.0198	113.167115189397
chr2R	7939084	7939185	0.0202	112.590017935953
chr3L	9749911	9750191	0.0204	112.305740751559
chr2R	14157459	14157573	0.0204	112.305740751559
chr2R	14523142	14523268	0.0206	112.024237047325
chr3L	22076013	22076149	0.0209	111.607064949371
chr2L	5733286	5733487	0.0212	111.195838499725
chr3L	781451	781661	0.0213	111.060055186472
chrX	8086947	8087144	0.0217	110.523222942099
chr3R	19644047	19644172	0.0219	110.258506398966
chr3R	5253207	5253356	0.0221	109.99619640316
chr3R	5033492	5033667	0.0224	109.607149149837
chrX	20160052	20160185	0.0235	108.223908659689
chr2L	15946025	15946210	0.0236	108.101386603752
chr2L	13640572	13640746	0.0242	107.376982845497
chr2L	203696	204189	0.0242	107.376982845497
chr2R	20808949	20809244	0.0243	107.257997518873
chr3R	9099754	9100024	0.0243	107.257997518873
chr2L	9511772	9511961	0.0243	107.257997518873
chrX	15431417	15431757	0.0247	106.786902959295
chr3R	5742126	5742308	0.025	106.438561897747
chr3L	16574576	16574693	0.0253	106.094376097103
chr2L	1848766	1849100	0.0256	105.754247590989
chr2R	12150797	12151133	0.0258	105.529702482524
chr2R	9232626	9232795	0.0261	105.196127659591
chr2R	10789736	10789912	0.0268	104.432463781834
chr3R	9967863	9967997	0.027	104.217935649972
chr2L	8082926	8083065	0.0273	103.899104772592
chrX	11135945	11136065	0.0274	103.793605931778
chr2R	11284351	11284439	0.0283	102.861082734351
chr3R	25568507	25568792	0.0288	102.355747562143
chr3L	19086078	19086240	0.0289	102.255733940975
chr3R	30807051	30807160	0.03	101.177873781071
chr3L	11908993	11909265	0.0303	100.89076792153
